camrack	68	10.70	66	0.9705882352941176
1000carton	100	10.31	97	0.97
1524h	133	10.03	129	0.9699248120300752
wdrop	33	11.42	32	0.9696969696969697
2130h	130	10.05	126	0.9692307692307692
netsnat	32	11.45	31	0.96875
framealmond	32	11.45	31	0.96875
builtrit	32	11.45	31	0.96875
nulledapkcom	565	8.58	547	0.968141592920354
commentori	31	11.48	30	0.967741935483871
edgeblack	154	9.88	149	0.9675324675324676
imliv	60	10.82	58	0.9666666666666667
letsgonet	30	11.51	29	0.9666666666666667
cuisinox	29	11.55	28	0.9655172413793104
gftbg	29	11.55	28	0.9655172413793104
sagehil	29	11.55	28	0.9655172413793104
papertrai	58	10.86	56	0.9655172413793104
semirecess	29	11.55	28	0.9655172413793104
mcxpaisa	28	11.58	27	0.9642857142857143
huhtamaki	28	11.58	27	0.9642857142857143
recyclepro	445	8.82	429	0.9640449438202248
2013b	4282	6.55	4126	0.9635684259691732
markerboard	27	11.62	26	0.9629629629629629
2dz	27	11.62	26	0.9629629629629629
bencharm	158	9.85	152	0.9620253164556962
thermco	26	11.66	25	0.9615384615384616
fusatsu	26	11.66	25	0.9615384615384616
6shelf	26	11.66	25	0.9615384615384616
balakumar	26	11.66	25	0.9615384615384616
flexipan	51	10.98	49	0.9607843137254902
seramark	50	11.00	48	0.96
bobrick	50	11.00	48	0.96
azbluemeani	74	10.61	71	0.9594594594594594
twodraw	188	9.68	180	0.9574468085106383
mimaki	47	11.07	45	0.9574468085106383
unilagolodo	46	11.09	44	0.9565217391304348
fourdraw	219	9.53	209	0.954337899543379
bathwork	87	10.45	83	0.9540229885057471
zakladi	87	10.45	83	0.9540229885057471
edgeplatinum	42	11.18	40	0.9523809523809523
createacart	81	10.52	77	0.9506172839506173
edgeforest	39	11.25	37	0.9487179487179487
topforest	39	11.25	37	0.9487179487179487
robern	785	8.25	744	0.9477707006369427
2436h	57	10.87	54	0.9473684210526315
glaro	617	8.49	584	0.946515397082658
unikat	112	10.20	106	0.9464285714285714
thermofresh	37	11.30	35	0.9459459459459459
dishtabl	74	10.61	70	0.9459459459459459
boleslawiec	220	9.52	208	0.9454545454545454
thiebaut	72	10.64	68	0.9444444444444444
144in	126	10.08	119	0.9444444444444444
cfold	35	11.36	33	0.9428571428571428
500pack	35	11.36	33	0.9428571428571428
125pack	35	11.36	33	0.9428571428571428
softcup	105	10.26	99	0.9428571428571428
wayborn	52	10.96	49	0.9423076923076923
16430	205	9.59	193	0.9414634146341463
topblueberri	51	10.98	48	0.9411764705882353
midshelf	68	10.70	64	0.9411764705882353
atago	117	10.15	110	0.9401709401709402
backarm	81	10.52	76	0.9382716049382716
40in	1360	7.70	1276	0.9382352941176471
wyott	518	8.67	486	0.9382239382239382
lowongan	32	11.45	30	0.9375
bourgeat	142	9.96	133	0.9366197183098591
aamerica	63	10.77	59	0.9365079365079365
mheritag	141	9.97	132	0.9361702127659575
ronbow	47	11.07	44	0.9361702127659575
revashelf	141	9.97	132	0.9361702127659575
soundeagl	31	11.48	29	0.9354838709677419
1116h	93	10.38	87	0.9354838709677419
camtain	31	11.48	29	0.9354838709677419
techbargainscom	275	9.30	257	0.9345454545454546
frymast	45	11.11	42	0.9333333333333333
opticlean	30	11.51	28	0.9333333333333333
threedraw	131	10.04	122	0.9312977099236641
sellfiretruckscom	43	11.15	40	0.9302325581395349
evehicl	28	11.58	26	0.9285714285714286
drainboard	83	10.50	77	0.927710843373494
houzer	41	11.20	38	0.926829268292683
132in	123	10.10	114	0.926829268292683
npro	54	10.93	50	0.9259259259259259
tokyoska	27	11.62	25	0.9259259259259259
ashtrash	40	11.23	37	0.925
barclayscent	133	10.03	123	0.924812030075188
misono	52	10.96	48	0.9230769230769231
nemco	52	10.96	48	0.9230769230769231
fricon	38	11.28	35	0.9210526315789473
gamedayr	465	8.77	428	0.9204301075268817
oxidado	112	10.20	103	0.9196428571428571
swingback	49	11.02	45	0.9183673469387755
fissler	61	10.80	56	0.9180327868852459
matfer	122	10.11	112	0.9180327868852459
herend	36	11.33	33	0.9166666666666666
sterilight	71	10.65	65	0.9154929577464789
rosegarden	359	9.03	328	0.9136490250696379
hatco	67	10.71	61	0.9104477611940298
requin	323	9.14	294	0.9102167182662538
jv3	44	11.13	40	0.9090909090909091
500carton	44	11.13	40	0.9090909090909091
listag	42	11.18	38	0.9047619047619048
84in	168	9.79	152	0.9047619047619048
ctabl	42	11.18	38	0.9047619047619048
mcook	62	10.79	56	0.9032258064516129
afina	257	9.37	232	0.9027237354085603
statter911com	51	10.98	46	0.9019607843137255
x95	71	10.65	64	0.9014084507042254
36in	869	8.15	783	0.9010356731875719
refractomet	261	9.35	235	0.9003831417624522
sanelli	30	11.51	27	0.9
mcxcapit	30	11.51	27	0.9
225h	118	10.14	106	0.8983050847457628
noritak	107	10.24	96	0.897196261682243
londyni	29	11.55	26	0.896551724137931
uvmax	29	11.55	26	0.896551724137931
fujioh	38	11.28	34	0.8947368421052632
soundstream	38	11.28	34	0.8947368421052632
vov	130	10.05	116	0.8923076923076924
jv5	46	11.09	41	0.8913043478260869
manjarr	46	11.09	41	0.8913043478260869
108in	147	9.93	131	0.891156462585034
14ga	91	10.40	81	0.8901098901098901
undershelf	406	8.91	361	0.8891625615763546
vollrath	180	9.72	160	0.8888888888888888
artystyczna	124	10.10	110	0.8870967741935484
barata	507	8.69	448	0.883629191321499
bormioli	60	10.82	53	0.8833333333333333
wusthof	394	8.94	348	0.883248730964467
srimad	230	9.48	203	0.8826086956521739
134in	34	11.39	30	0.8823529411764706
ceramika	127	10.07	112	0.8818897637795275
kenroi	116	10.16	102	0.8793103448275862
friedr	33	11.42	29	0.8787878787878788
mauviel	296	9.23	260	0.8783783783783784
ecr4kid	186	9.69	163	0.8763440860215054
chuska	56	10.89	49	0.875
carterhoffmann	32	11.45	28	0.875
topyellow	32	11.45	28	0.875
5arm	55	10.91	48	0.8727272727272727
nameek	55	10.91	48	0.8727272727272727
adcraft	39	11.25	34	0.8717948717948718
stolzl	31	11.48	27	0.8709677419354839
allant	124	10.10	108	0.8709677419354839
sungold	54	10.93	47	0.8703703703703703
scanpan	61	10.80	53	0.8688524590163934
pentek	114	10.18	99	0.868421052631579
cambro	629	8.47	546	0.8680445151033387
ethnopharmacol	30	11.51	26	0.8666666666666667
pugster	30	11.51	26	0.8666666666666667
herbeau	45	11.11	39	0.8666666666666667
wypal	45	11.11	39	0.8666666666666667
3dz	45	11.11	39	0.8666666666666667
orangeberri	82	10.51	71	0.8658536585365854
96in	207	9.58	179	0.8647342995169082
30in	619	8.49	534	0.8626817447495961
ecoproduct	101	10.30	87	0.8613861386138614
cabinetstyl	36	11.33	31	0.8611111111111112
harmsco	36	11.33	31	0.8611111111111112
hoffmast	43	11.15	37	0.8604651162790697
italica	64	10.76	55	0.859375
spode	78	10.56	67	0.8589743589743589
alltopcom	92	10.39	79	0.8586956521739131
calmil	176	9.75	151	0.8579545454545454
wcia	35	11.36	30	0.8571428571428571
velvetslut	42	11.18	36	0.8571428571428571
24drawer	35	11.36	30	0.8571428571428571
2drawer	132	10.03	113	0.8560606060606061
apw	585	8.54	500	0.8547008547008547
bakemax	41	11.20	35	0.8536585365853658
demeyer	54	10.93	46	0.8518518518518519
gelpro	74	10.61	63	0.8513513513513513
apsu	93	10.38	79	0.8494623655913979
gyuto	53	10.95	45	0.8490566037735849
speedhunt	33	11.42	28	0.8484848484848485
kegco	33	11.42	28	0.8484848484848485
120in	171	9.77	145	0.847953216374269
cavt	46	11.09	39	0.8478260869565217
daddio	214	9.55	181	0.8457943925233645
4drawer	84	10.48	71	0.8452380952380952
paderno	116	10.16	98	0.8448275862068966
arterior	308	9.19	260	0.8441558441558441
dunnag	77	10.57	65	0.8441558441558441
2232h	32	11.45	27	0.84375
112in	51	10.98	43	0.8431372549019608
travelgenio	38	11.28	32	0.8421052631578947
alliyah	38	11.28	32	0.8421052631578947
gyutou	38	11.28	32	0.8421052631578947
48in	383	8.97	321	0.8381201044386423
polyst	43	11.15	36	0.8372093023255814
lanzar	67	10.71	56	0.835820895522388
amisco	139	9.98	116	0.8345323741007195
yourdancefloortv	30	11.51	25	0.8333333333333334
120inch	167	9.80	139	0.8323353293413174
elkai	375	8.99	312	0.832
kapuso	232	9.47	193	0.8318965517241379
filmtec	35	11.36	29	0.8285714285714286
dutram	40	11.23	33	0.825
airpot	125	10.09	103	0.824
longtown	34	11.39	28	0.8235294117647058
camwear	34	11.39	28	0.8235294117647058
cnblue	79	10.55	65	0.8227848101265823
positemp	39	11.25	32	0.8205128205128205
koolertron	33	11.42	27	0.8181818181818182
intomobil	44	11.13	36	0.8181818181818182
broannuton	109	10.22	89	0.8165137614678899
lightinthebox	92	10.39	75	0.8152173913043478
marso	43	11.15	35	0.813953488372093
undersink	86	10.46	70	0.813953488372093
bbtc	32	11.45	26	0.8125
alno	48	11.04	39	0.8125
drex	48	11.04	39	0.8125
idownload	80	10.53	65	0.8125
massarotti	32	11.45	26	0.8125
1000pack	32	11.45	26	0.8125
72in	261	9.35	212	0.8122605363984674
juliska	37	11.30	30	0.8108108108108109
16ga	79	10.55	64	0.810126582278481
artisanstreet	79	10.55	64	0.810126582278481
fullsuspens	93	10.38	75	0.8064516129032258
acoustik	98	10.33	79	0.8061224489795918
allclad	165	9.81	133	0.806060606060606
barstool	3637	6.72	2928	0.8050591146549354
aeroccino	41	11.20	33	0.8048780487804879
hellobrooklyn	41	11.20	33	0.8048780487804879
aquapur	46	11.09	37	0.8043478260869565
60in	334	9.10	268	0.8023952095808383
canbi	1263	7.77	1012	0.8012668250197942
tablecloth	4162	6.58	3334	0.8010571840461317
misco	45	11.11	36	0.8
3shelf	70	10.67	56	0.8
businessnewsnetwork	35	11.36	28	0.8
ameriwood	35	11.36	28	0.8
ferrum	143	9.95	114	0.7972027972027972
braiser	64	10.76	51	0.796875
backbar	49	11.02	39	0.7959183673469388
cinamon	49	11.02	39	0.7959183673469388
shingeki	44	11.13	35	0.7954545454545454
chafer	127	10.07	101	0.7952755905511811
silverrest	34	11.39	27	0.7941176470588235
koolatron	34	11.39	27	0.7941176470588235
s360	34	11.39	27	0.7941176470588235
lahara	34	11.39	27	0.7941176470588235
microflex	34	11.39	27	0.7941176470588235
messermeist	58	10.86	46	0.7931034482758621
pfaltzgraff	111	10.21	88	0.7927927927927928
overtherang	105	10.26	83	0.7904761904761904
craftmad	38	11.28	30	0.7894736842105263
smittybilt	57	10.87	45	0.7894736842105263
vinotemp	90	10.42	71	0.7888888888888889
safco	180	9.72	142	0.7888888888888889
shoehead	33	11.42	26	0.7878787878787878
detecto	89	10.43	70	0.7865168539325843
row80	42	11.18	33	0.7857142857142857
laguiol	102	10.29	80	0.7843137254901961
cuno	51	10.98	40	0.7843137254901961
intermat	83	10.50	65	0.7831325301204819
ecoforward	32	11.45	25	0.78125
65piec	41	11.20	32	0.7804878048780488
naija	963	8.05	751	0.7798546209761164
20in	439	8.83	341	0.7767653758542141
cecilwar	58	10.86	45	0.7758620689655172
nuton	147	9.93	114	0.7755102040816326
rusco	71	10.65	55	0.7746478873239436
zojirushi	155	9.87	120	0.7741935483870968
fosgat	137	10.00	106	0.7737226277372263
bestar	44	11.13	34	0.7727272727272727
harnisch	35	11.36	27	0.7714285714285715
feiss	48	11.04	37	0.7708333333333334
bottleless	61	10.80	47	0.7704918032786885
gpd	256	9.37	197	0.76953125
5drawer	56	10.89	43	0.7678571428571429
schlage	124	10.10	95	0.7661290322580645
workcent	34	11.39	26	0.7647058823529411
dongha	150	9.90	114	0.76
gaggia	75	10.60	57	0.76
everpur	253	9.38	192	0.758893280632411
kristensen	207	9.58	157	0.7584541062801933
rustica	124	10.10	94	0.7580645161290323
wdrawer	66	10.73	50	0.7575757575757576
duratuff	33	11.42	25	0.7575757575757576
whitehau	70	10.67	53	0.7571428571428571
solia	53	10.95	40	0.7547169811320755
henckel	224	9.50	169	0.7544642857142857
alessi	321	9.14	242	0.7538940809968847
ahb	65	10.74	49	0.7538461538461538
kapatid	69	10.68	52	0.7536231884057971
creuset	375	8.99	282	0.752
90inch	161	9.83	121	0.7515527950310559
towpow	84	10.48	63	0.75
beverageair	48	11.04	36	0.75
nudism	112	10.20	84	0.75
erecta	36	11.33	27	0.75
dreman	48	11.04	36	0.75
handleset	68	10.70	51	0.75
canel	83	10.50	62	0.7469879518072289
benzinga	528	8.65	394	0.7462121212121212
sunpentown	55	10.91	41	0.7454545454545455
zennie62	51	10.98	38	0.7450980392156863
identico	51	10.98	38	0.7450980392156863
livefit	51	10.98	38	0.7450980392156863
cytk	39	11.25	29	0.7435897435897436
usuba	39	11.25	29	0.7435897435897436
8218	74	10.61	55	0.7432432432432432
nonperfor	35	11.36	26	0.7428571428571429
2light	104	10.27	77	0.7403846153846154
photoofthedai	77	10.57	57	0.7402597402597403
windisch	46	11.09	34	0.7391304347826086
80in	46	11.09	34	0.7391304347826086
tallboi	218	9.53	161	0.7385321100917431
implus	42	11.18	31	0.7380952380952381
sungmin	103	10.28	76	0.7378640776699029
micom	38	11.28	28	0.7368421052631579
24in	824	8.20	607	0.7366504854368932
braindump	348	9.06	256	0.735632183908046
rect	208	9.58	153	0.7355769230769231
gadgettech	132	10.03	97	0.7348484848484849
15in	326	9.13	239	0.7331288343558282
vietri	116	10.16	85	0.7327586206896551
3light	198	9.63	145	0.7323232323232324
eunhyuk	183	9.71	134	0.73224043715847
45piec	56	10.89	41	0.7321428571428571
ryeowook	119	10.14	87	0.7310924369747899
saeco	78	10.56	57	0.7307692307692307
beautyrest	78	10.56	57	0.7307692307692307
blackstainless	37	11.30	27	0.7297297297297297
superwinch	37	11.30	27	0.7297297297297297
miyabi	37	11.30	27	0.7297297297297297
kyuhyun	96	10.35	70	0.7291666666666666
eaterwir	48	11.04	35	0.7291666666666666
hansgroh	107	10.24	78	0.7289719626168224
pozyczka	88	10.44	64	0.7272727272727273
itsoftwar	44	11.13	32	0.7272727272727273
5light	62	10.79	45	0.7258064516129032
kbfb	40	11.23	29	0.725
insinker	58	10.86	42	0.7241379310344828
alera	148	9.92	107	0.722972972972973
wstand	36	11.33	26	0.7222222222222222
lismor	216	9.54	156	0.7222222222222222
loveseat	1317	7.73	951	0.7220956719817767
kichler	176	9.75	127	0.7215909090909091
3drawer	111	10.21	80	0.7207207207207207
dienhart	50	11.00	36	0.72
5shelf	64	10.76	46	0.71875
cristel	78	10.56	56	0.717948717948718
broan	144	9.95	103	0.7152777777777778
blogflash2013	42	11.18	30	0.7142857142857143
cocott	122	10.11	87	0.7131147540983607
bestop	45	11.11	32	0.7111111111111111
napowrimo	774	8.26	549	0.7093023255813954
onehandl	102	10.29	72	0.7058823529411765
yesung	122	10.11	86	0.7049180327868853
berkel	98	10.33	69	0.7040816326530612
nablopomo	37	11.30	26	0.7027027027027027
avanti	464	8.78	326	0.7025862068965517
oncol	151	9.90	106	0.7019867549668874
articoli	180	9.72	126	0.7
2429	445	8.82	311	0.698876404494382
taolif	83	10.50	58	0.6987951807228916
6drawer	43	11.15	30	0.6976744186046512
cartisland	76	10.58	53	0.6973684210526315
disp	76	10.58	53	0.6973684210526315
kijken	413	8.89	288	0.6973365617433414
208240	36	11.33	25	0.6944444444444444
dr4ward	36	11.33	25	0.6944444444444444
wiaw	52	10.96	36	0.6923076923076923
quoizel	94	10.37	65	0.6914893617021277
borsa	294	9.23	203	0.6904761904761905
ufficial	338	9.09	233	0.6893491124260355
baci	308	9.19	212	0.6883116883116883
kyojin	51	10.98	35	0.6862745098039216
2shelf	70	10.67	48	0.6857142857142857
chinet	127	10.07	87	0.6850393700787402
42dia	38	11.28	26	0.6842105263157895
nationworld	161	9.83	110	0.6832298136645962
doulton	148	9.92	101	0.6824324324324325
keger	135	10.01	92	0.6814814814814815
danz	266	9.33	181	0.6804511278195489
aprilair	50	11.00	34	0.68
kiddush	155	9.87	105	0.6774193548387096
educacin	68	10.70	46	0.6764705882352942
tyc	170	9.78	115	0.6764705882352942
2n1	74	10.61	50	0.6756756756756757
christofl	37	11.30	25	0.6756756756756757
barewal	37	11.30	25	0.6756756756756757
palookavil	37	11.30	25	0.6756756756756757
duravit	120	10.13	81	0.675
singlehandl	135	10.01	91	0.674074074074074
karnev	46	11.09	31	0.6739130434782609
caluco	58	10.86	39	0.6724137931034483
torchier	58	10.86	39	0.6724137931034483
newscanadanetwork	67	10.71	45	0.6716417910447762
villeroi	85	10.47	57	0.6705882352941176
bunnomat	133	10.03	89	0.6691729323308271
bellman	289	9.25	193	0.6678200692041523
36d	264	9.34	176	0.6666666666666666
strathwood	75	10.60	50	0.6666666666666666
120240v	39	11.25	26	0.6666666666666666
weathertech	170	9.78	113	0.6647058823529411
grohe	213	9.55	141	0.6619718309859155
basix	106	10.25	70	0.660377358490566
chintali	82	10.51	54	0.6585365853658537
petsaf	82	10.51	54	0.6585365853658537
jonticraft	41	11.20	27	0.6585365853658537
72l	58	10.86	38	0.6551724137931034
topblack	234	9.46	153	0.6538461538461539
baretool	75	10.60	49	0.6533333333333333
crypton	46	11.09	30	0.6521739130434783
12quart	46	11.09	30	0.6521739130434783
putco	86	10.46	56	0.6511627906976745
eanf	375	8.99	244	0.6506666666666666
bunn	620	8.49	403	0.65
impressa	40	11.23	26	0.65
yanagi	80	10.53	52	0.65
rikon	54	10.93	35	0.6481481481481481
basketballwatch	88	10.44	57	0.6477272727272727
portmeirion	96	10.35	62	0.6458333333333334
casqu	313	9.17	202	0.645367412140575
centerset	279	9.28	180	0.6451612903225806
nopart	76	10.58	49	0.6447368421052632
zwill	211	9.56	136	0.6445497630331753
berghoff	87	10.45	56	0.6436781609195402
cazar	39	11.25	25	0.6410256410256411
triview	61	10.80	39	0.639344262295082
frontgat	141	9.97	90	0.6382978723404256
5blade	58	10.86	37	0.6379310344827587
oakton	91	10.40	58	0.6373626373626373
kuryakyn	55	10.91	35	0.6363636363636364
nhan	107	10.24	68	0.6355140186915887
streamlight	192	9.66	122	0.6354166666666666
pakalert	52	10.96	33	0.6346153846153846
prevu	41	11.20	26	0.6341463414634146
bors	773	8.27	490	0.6338939197930142
cadco	60	10.82	38	0.6333333333333333
desteni	163	9.82	103	0.6319018404907976
illingworth	57	10.87	36	0.631578947368421
ventvisor	51	10.98	32	0.6274509803921569
gresh	51	10.98	32	0.6274509803921569
fstopper	91	10.40	57	0.6263736263736264
5stage	56	10.89	35	0.625
4light	56	10.89	35	0.625
basyx	72	10.64	45	0.625
7feet	162	9.83	101	0.6234567901234568
wglass	69	10.68	43	0.6231884057971014
edlund	122	10.11	76	0.6229508196721312
excelon	42	11.18	26	0.6190476190476191
cabra	194	9.65	120	0.6185567010309279
orrefor	76	10.58	47	0.618421052631579
musikmess	186	9.69	115	0.6182795698924731
5006	47	11.07	29	0.6170212765957447
wbbm	159	9.85	98	0.6163522012578616
edgestar	57	10.87	35	0.6140350877192983
deba	62	10.79	38	0.6129032258064516
blodgett	170	9.78	104	0.611764705882353
1light	154	9.88	94	0.6103896103896104
ikeji	141	9.97	86	0.6099290780141844
36w	516	8.67	314	0.6085271317829457
16piec	140	9.97	85	0.6071428571428571
aqr	285	9.26	173	0.6070175438596491
x12	208	9.58	126	0.6057692307692307
lovesac	43	11.15	26	0.6046511627906976
postadai	48	11.04	29	0.6041666666666666
tablecraft	48	11.04	29	0.6041666666666666
capresso	58	10.86	35	0.603448275862069
hsk	58	10.86	35	0.603448275862069
vna	141	9.97	85	0.6028368794326241
kapamilya	113	10.19	68	0.6017699115044248
futbol	975	8.03	586	0.601025641025641
hilit	65	10.74	39	0.6
etmooc	45	11.11	27	0.6
20volt	50	11.00	30	0.6
8feet	187	9.68	112	0.5989304812834224
mellodi	72	10.64	43	0.5972222222222222
6003	47	11.07	28	0.5957446808510638
gamco	118	10.14	70	0.5932203389830508
altezza	54	10.93	32	0.5925925925925926
sito	397	8.93	235	0.5919395465994962
208v	71	10.65	42	0.5915492957746479
xback	44	11.13	26	0.5909090909090909
mikasa	242	9.43	143	0.5909090909090909
ventshad	78	10.56	46	0.5897435897435898
vinum	46	11.09	27	0.5869565217391305
toxicol	46	11.09	27	0.5869565217391305
prepac	242	9.43	142	0.5867768595041323
etager	116	10.16	68	0.5862068965517241
namb	219	9.53	128	0.5844748858447488
moviescom	108	10.23	63	0.5833333333333334
10cup	131	10.04	76	0.5801526717557252
tradu	57	10.87	33	0.5789473684210527
seiko	519	8.66	300	0.5780346820809249
broyhil	71	10.65	41	0.5774647887323944
oopsi	558	8.59	322	0.5770609318996416
7quart	59	10.84	34	0.576271186440678
20piec	99	10.32	57	0.5757575757575758
vapor4lif	127	10.07	73	0.5748031496062992
12bottl	47	11.07	27	0.574468085106383
lxt	47	11.07	27	0.574468085106383
eversav	70	10.67	40	0.5714285714285714
coppen	79	10.55	45	0.569620253164557
inx	281	9.28	160	0.5693950177935944
baselworld	88	10.44	50	0.5681818181818182
denbi	155	9.87	88	0.567741935483871
semiflush	67	10.71	38	0.5671641791044776
blackcherri	53	10.95	30	0.5660377358490566
kyw	76	10.58	43	0.5657894736842105
pfister	350	9.06	198	0.5657142857142857
brg	69	10.68	39	0.5652173913043478
pozyczki	108	10.23	61	0.5648148148148148
homeleg	617	8.49	347	0.5623987034035657
ovc	89	10.43	50	0.5617977528089888
bota	919	8.09	516	0.5614798694232862
95in	57	10.87	32	0.5614035087719298
9piec	107	10.24	60	0.5607476635514018
calphalon	168	9.79	94	0.5595238095238095
chowhound	59	10.84	33	0.559322033898305
kredyti	192	9.66	107	0.5572916666666666
9feet	79	10.55	44	0.5569620253164557
twohandl	173	9.76	96	0.5549132947976878
tureen	56	10.89	31	0.5535714285714286
7piec	262	9.35	145	0.5534351145038168
swiveltilt	85	10.47	47	0.5529411764705883
dermatend	76	10.58	42	0.5526315789473685
72w	343	9.08	189	0.5510204081632653
acdelco	138	9.99	76	0.5507246376811594
arrowstreet	149	9.91	82	0.5503355704697986
kidkraft	111	10.21	61	0.5495495495495496
5in	521	8.66	286	0.5489443378119002
nespresso	266	9.33	146	0.5488721804511278
ambella	62	10.79	34	0.5483870967741935
kilmead	106	10.25	58	0.5471698113207547
18volt	267	9.33	146	0.5468164794007491
topr	55	10.91	30	0.5454545454545454
influenst	55	10.91	30	0.5454545454545454
liebster	230	9.48	125	0.5434782608695652
kohler	998	8.01	542	0.5430861723446894
amerismok	48	11.04	26	0.5416666666666666
leeteuk	48	11.04	26	0.5416666666666666
hillsdal	796	8.24	431	0.5414572864321608
hawmc	87	10.45	47	0.5402298850574713
libbei	128	10.06	69	0.5390625
sportsxchang	143	9.95	77	0.5384615384615384
frogmen	91	10.40	49	0.5384615384615384
kardiel	121	10.12	65	0.5371900826446281
manei	69	10.68	37	0.5362318840579711
dynamix	69	10.68	37	0.5362318840579711
tvilum	71	10.65	38	0.5352112676056338
flatwar	680	8.39	363	0.5338235294117647
prerins	60	10.82	32	0.5333333333333333
nghe	60	10.82	32	0.5333333333333333
adesso	141	9.97	75	0.5319148936170213
teairra	49	11.02	26	0.5306122448979592
bulova	206	9.59	109	0.529126213592233
cher	7314	6.02	3863	0.528165162701668
instagood	72	10.64	38	0.5277777777777778
biagi	74	10.61	39	0.527027027027027
chasseur	97	10.34	51	0.5257731958762887
shoji	259	9.36	136	0.525096525096525
legar	80	10.53	42	0.525
jihoon	48	11.04	25	0.5208333333333334
penpal	223	9.51	116	0.5201793721973094
cordovan	102	10.29	53	0.5196078431372549
berkei	131	10.04	68	0.5190839694656488
threelight	54	10.93	28	0.5185185185185185
artsnapp	126	10.08	65	0.5158730158730159
greenwork	64	10.76	33	0.515625
lorel	130	10.05	67	0.5153846153846153
hyip	66	10.73	34	0.5151515151515151
48w	451	8.80	232	0.5144124168514412
blendtec	105	10.26	54	0.5142857142857142
sauder	284	9.27	146	0.5140845070422535
1pair	107	10.24	55	0.514018691588785
30d	438	8.83	225	0.5136986301369864
